rcps data_set version 1 3/13/95
section1
asm_1.step_001 00:30 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
asm_1.step_002 07:30 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 
asm_1.step_003 07:30 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 
asm_1.step_004 01:00 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 
asm_1.step_005 07:30 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_006 00:15 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
asm_1.step_007 04:00 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
asm_1.step_008 07:30 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_009 07:30 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_010 07:30 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
asm_1.step_011 07:30 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
asm_1.step_012 00:30 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
asm_1.step_013 03:00 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_014 07:30 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
asm_1.step_015 07:30 0 2 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 
asm_1.step_016 07:30 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_017 03:00 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 
asm_1.step_018 07:30 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_019 00:30 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
asm_1.step_020 01:00 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
asm_1.step_021 07:30 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
asm_1.step_022 01:00 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 
asm_1.step_023 03:45 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 
asm_1.step_024 07:30 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 
asm_1.step_025 03:00 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
asm_1.step_026 02:01 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 
asm_1.step_027 04:00 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_028 01:00 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 
asm_1.step_029 00:30 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
asm_1.step_030 07:30 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
asm_1.step_031 00:30 2 0 0 0 2 1 1 2 1 2 1 2 5 2 1 4 3 
asm_1.step_032 07:30 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
asm_1.step_033 04:00 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
asm_1.step_034 04:00 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 
asm_1.step_035 07:30 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
asm_1.step_036 07:30 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
asm_1.step_037 02:25 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
asm_1.step_038 01:00 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
asm_1.step_039 07:30 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 
